"treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","nostems","status","date"
10323,10323,"1664",NA,"POPOTO","C1",49.5,12.4,87331,6,39,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10324,10324,"1665",NA,"ALPHJO","C1",49.9,12,87326,6,NA,"0",0,2007-12-28,"dead","D",1,"D",17528
10325,10325,"1666",NA,"STREEL","C1",45.5,10,87321,6,32,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10326,10326,"1667",NA,"LITSAC","C1",46,8.8,85271,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10327,10327,"1668",NA,"POPOTO","C1",47.3,8.9,85266,6,21,"1.3",1.3,2007-12-26,"alive","A",1,"A",17526
10328,10328,"1669",NA,"GREWBL","C1",48.3,7.5,85261,6,65,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10329,10329,"1670",NA,"STREEL","C1",48.3,7,85256,6,22,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10330,10330,"1671",NA,"SANTAP","C1",49.1,7.3,85251,6,337,"1.3",1.3,2007-12-26,"alive","I",1,"A",17526
10331,10331,"1672",NA,"STREEL","C1",49.9,9.5,85246,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10332,10332,"1673",NA,"DIOSLA","C1",50,8,85241,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10333,10333,"1674",NA,"BACCPA","C1",48.9,6,85236,6,57,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10334,10334,"1675",NA,"CALOPC","C1",46.3,6.2,85231,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10335,10335,"1676",NA,"CANAPA","C1",46.3,6.1,85226,6,25,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10336,10336,"1677",NA,"CRY2RU","C1",47.6,4.9,85221,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10337,10337,"1678",NA,"CRY2RU","C1",49.9,4.8,85216,6,23,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10338,10338,"1679",NA,"DIPTCA","C1",49.9,3.9,85211,6,157,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10339,10339,"1680",NA,"DIOSCL","C1",49,0,85206,6,93,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10340,10340,"1682",NA,"CANAPA","C1",48.6,0,85201,6,27,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10341,10341,"1683",NA,"GAERDB","C1",49.1,3.5,85196,6,23,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10342,10342,"1684",NA,"GAERDB","C1",48.9,0,85191,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10343,10343,"1685",NA,"VATIMA","C1",47.5,0.5,85186,6,285,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10344,10344,"1686",NA,"CANAPA","C1",44.5,0.5,85181,6,13,"1.3",1.3,2007-12-26,"alive","A",1,"A",17526
10345,10345,"1687",NA,"KNEMCI","C1",44.5,1,85176,6,49,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10346,10346,"1733",NA,"CANAPA","C1",44.4,2.2,85171,6,24,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10347,10347,"1734",NA,"ARDITY","C1",43.2,2,85166,6,54,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10348,10348,"1735",NA,"POPOTO","C1",43.2,1,85161,6,20,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10349,10349,"1736",NA,"MEMEPU","C1",42.5,2,85156,6,23,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10350,10350,"1737",NA,"EUGEFI","C1",42.8,2.1,85151,6,12,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10351,10351,"1738",NA,"GLUTWA","C1",42.3,2.5,85146,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10352,10352,"1739",NA,"CALOPC","C1",43.5,4.1,85141,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10353,10353,"1740",NA,"GYMNFA","C1",42.1,4.2,85136,6,NA,"0",0,2007-12-26,"broken below","B",1,"A",17526
10354,10354,"1741",NA,"POPOTO","C1",43.5,4.8,85131,6,46,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10355,10355,"1742",NA,"SANT%%","C1",43.8,4.2,85126,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10356,10356,"1743",NA,"GARCEU","C1",43.9,3.7,85121,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10357,10357,"1744",NA,"GIROPA","C1",41,3.2,85116,6,32,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10358,10358,"1745",NA,"PHAEOP","C1",40.8,4.5,85111,6,12,"1.3",1.3,2007-12-26,"alive","A",1,"A",17526
10359,10359,"1747",NA,"GLUTWA","C1",44.5,5,85106,6,11,"1.3",1.3,2007-12-26,"alive","S",1,"A",17526
10360,10360,"1748",NA,"GALEMA","C1",45,5.5,85101,6,28,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10361,10361,"1750",NA,"KNEMCI","C1",43.5,6,85096,6,24,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10362,10362,"1751",NA,"DIOSLA","C1",43,6,85091,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10363,10363,"1752",NA,"ALPHJO","C1",43.5,7.6,85086,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10364,10364,"1754",NA,"CANAPA","C1",42,6.5,85081,6,11,"1.3",1.3,2007-12-26,"alive","S",1,"A",17526
10365,10365,"1755",NA,"STREEL","C1",42.7,8.3,85076,6,16,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10366,10366,"1756",NA,"XANTEU","C1",43,9,85071,6,44,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10367,10367,"1757",NA,"MADHMA","C1",42.5,9.2,85066,6,233,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10368,10368,"1758",NA,"CANAPA","C1",42.5,10.5,87141,6,41,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10369,10369,"1760",NA,"STREEL","C1",43.8,11.3,87136,6,50,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10370,10370,"1761",NA,"GYMNFA","C1",42,11.5,87131,6,16,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10371,10371,"1762",NA,"STROCE","C1",43,14.9,87126,6,NA,"0",0,2007-12-28,"dead","D",1,"D",17528
10372,10372,"1764",NA,"GYMNFA","C1",41,14.8,87121,6,NA,"0",0,2007-12-28,"dead","D",1,"D",17528
10373,10373,"1765",NA,"STREEL","C1",44.7,16,87116,6,55,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10374,10374,"1766",NA,"DRYPLO","C1",43.5,16.5,87111,6,50,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10375,10375,"1767",NA,"STROCE","C1",43,15.5,87106,6,NA,"0",0,2007-12-28,"dead","D",1,"D",17528
10376,10376,"1768",NA,"DIPTCA","C1",43,16.7,87101,6,277,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10377,10377,"1769",NA,"STREEL","C1",42.8,16.5,87096,6,35,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10378,10378,"1770",NA,"SANDKO","C1",43,18.2,87091,6,230,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10379,10379,"1773",NA,"DIOSLA","C1",43.5,19,87086,6,18,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10380,10380,"1801",NA,"GOM1QU","C1",46,14.5,86951,6,21,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10381,10381,"1803",NA,"GIROPA","C1",45,11.1,86946,6,54,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10382,10382,"1804",NA,"SHORCU","C1",46.1,12.5,86941,6,247,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10383,10383,"1806",NA,"POPOTO","C1",47.5,12,86936,6,59,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10384,10384,"1807",NA,"STROCE","C1",46.8,10,86931,6,39,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10385,10385,"1808",NA,"GIROPA","C1",45.2,14.5,86926,6,46,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10386,10386,"1809",NA,"GYMNFO","C1",45.1,9.5,85061,6,108,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10387,10387,"1810",NA,"ARCHCO","C1",45.1,8.9,85056,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10388,10388,"1811",NA,"STREEL","C1",46.2,7.6,85051,6,21,"1.3",1.3,2007-12-26,"alive","A;S",1,"A",17526
10389,10389,"1812",NA,"EUGEFI","C1",46.6,7.7,85046,6,32,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10390,10390,"1813",NA,"EUGEFI","C1",46.4,7.5,85041,6,28,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10391,10391,"1814",NA,"PHAEOP","C1",45.3,7,85036,6,39,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10392,10392,"1815",NA,"CALOBM","C1",46.6,6,85031,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10393,10393,"1816",NA,"XERONO","C1",46.3,5.8,85026,6,28,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10394,10394,"1817",NA,"GLYCCH","C1",45.3,2.6,85021,6,67,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10395,10395,"1818",NA,"DACRRO","C1",46.2,2.2,85016,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10396,10396,"1819",NA,"DACRRO","C1",46.9,3.7,85011,6,27,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10397,10397,"1820",NA,"DIOSLA","C1",46.7,2.1,85006,6,21,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10398,10398,"1821",NA,"PIMEGR","C1",47.5,2.5,85001,6,29,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10399,10399,"1822",NA,"GONIMA","C1",48,4,84996,6,28,"1.3",1.3,2007-12-26,"alive","L",1,"A",17526
10400,10400,"1825",NA,"CANAPA","C1",45.3,0,84991,6,32,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10401,10401,"1827",NA,"CANAPA","C1",40,2,84986,6,NA,"0",0,2007-12-26,"broken below","B",1,"A",17526
10402,10402,"1828",NA,"STROCE","C1",40.5,1.2,84981,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10403,10403,"1829",NA,"LITSAC","C1",41,1.2,84976,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10404,10404,"1830",NA,"EUGESD","C1",42.1,1.5,84971,6,26,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10405,10405,"1832",NA,"PALAKI","C1",42,2,84966,6,37,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10406,10406,"1834",NA,"GLYCCH","C1",40,2.1,84961,6,17,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10407,10407,"1835",NA,"POPOTO","C1",40,2.5,84956,6,NA,"0",0,2007-12-26,"broken below","B",1,"A",17526
10408,10408,"1836",NA,"ACTIML","C1",40.1,2.7,84951,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10409,10409,"1837",NA,"DIOSLA","C1",40.8,2.8,84946,6,27,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10410,10410,"1838",NA,"GARCSC","C1",40,2,84941,6,18,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10411,10411,"1839",NA,"CANAPA","C1",40.1,5.1,84936,6,33,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10412,10412,"1840",NA,"GREWBL","C1",41.2,5,84931,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10413,10413,"1841",NA,"STREEL","C1",42,6.2,84926,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10414,10414,"1842",NA,"PAR1MA","C1",42.5,6,84921,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10415,10415,"1843",NA,"GIROPA","C1",41,7.4,84916,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10416,10416,"1844",NA,"CALOBM","C1",42,7,84911,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10417,10417,"1845",NA,"STROCE","C1",41.9,7.6,84906,6,NA,"0",0,2007-12-26,"dead","D",1,"D",17526
10418,10418,"1847",NA,"CYATRA","C1",41,9.1,84901,6,22,"1.3",1.3,2007-12-26,"alive","S",1,"A",17526
10419,10419,"1848",NA,"POPOTO","C1",40.3,11.2,86921,6,34,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10420,10420,"1850",NA,"CANAPA","C1",40.2,11.1,86916,6,NA,"0",0,2007-12-28,"dead","D",1,"D",17528
10421,10421,"1851",NA,"XANTEU","C1",40,12.2,86911,6,58,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10422,10422,"1852",NA,"CALOBM","C1",42,12.6,86906,6,17,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10423,10423,"1853",NA,"XANTEU","C1",41.7,15.5,86901,6,46,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10424,10424,"1854",NA,"STREEL","C1",40.2,17.4,86896,6,36,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10425,10425,"1855",NA,"GONYMA","C1",42,17.5,86891,6,23,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10426,10426,"1856",NA,"DIOSLA","C1",42.5,17.5,86886,6,29,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10427,10427,"1858",NA,"GIROPA","C1",41.6,19.9,86881,6,194,"1.3",1.3,2007-12-28,"alive","I",1,"A",17528
10428,10428,"1859",NA,"OCHAAM","C1",42,18.9,86876,6,44,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10429,10429,"1860",NA,"EUGENG","C1",42.7,19,86871,6,NA,"0",0,2007-12-28,"dead","D",1,"D",17528
10430,10430,"C1-22089",NA,"MEMEPU","C1",43.8,11.2,85511,6,NA,"0",0,2007-12-28,"dead","D",1,"D",17528
10431,10431,"C1-22093",NA,"STROCE","C1",43,8,84726,6,44,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10432,10432,"C1-22095",NA,"PALAKI","C1",40.1,11.6,85506,6,140,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10433,10433,"C1-22096",NA,"LITSAC","C1",44.7,17.9,85501,6,23,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10434,10434,"C1-22097",NA,"PALAOB","C1",43.5,18,85496,6,211,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10435,10435,"C1-22098",NA,"STREEL","C1",40,19,85491,6,20,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10436,10436,"C1-22099",NA,"BEILMA","C1",51.8,16.5,85486,6,19,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10437,10437,"C1-22187",NA,"POPOTO","C1",52,12.8,85481,6,37,"1.3",1.3,2007-12-28,"alive",NA,1,"A",17528
10438,10438,"C1-22189",NA,"POPOTO","C1",44,5.8,84721,6,65,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10439,10439,"C1-22190",NA,"CRY2RU","C1",51.6,0,84716,6,26,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10440,10440,"C1-22194",NA,"SANTAP","C1",41,4.8,84706,6,21,"1.3",1.3,2007-12-26,"alive","S",1,"A",17526
10441,10441,"C1-22195",NA,"CANAPA","C1",51,0.4,84701,6,37,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10442,10442,"C1-22196",NA,"GIROPA","C1",55.2,3.5,84696,6,92,"1.3",1.3,2007-12-26,"alive","L",1,"A",17526
10443,10443,"C1-22197",NA,"STREEL","C1",57.2,0.3,84691,6,54,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10444,10444,"C1-22198",NA,"STROCE","C1",59,2.3,84686,6,62,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10445,10445,"C1-22199",NA,"POPOTO","C1",40,2,84681,6,135,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10446,10446,"C1-22200",NA,"CRY2RU","C1",41.8,1.5,84676,6,282,"1.3",1.3,2007-12-26,"alive",NA,1,"A",17526
10447,10447,"2214","1","GAERDB","C2",42.5,22,84661,6,NA,"0",0,2007-12-17,"dead","D",1,"D",17517
10448,10448,"2216","1","XANTEU","C2",40.6,25.7,84656,6,52,"1.3",1.3,2007-12-17,"alive",NA,1,"A",17517
