"treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","nostems","status","date"
14049,14049,"302",NA,"SANTAP","F1",106,12.8,61416,6,47,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14050,14050,"303",NA,"BACCSU","F1",106,12.4,61410,6,31,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14051,14051,"304",NA,"SANTAP","F1",105.3,12.8,61404,6,11,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14052,14052,"305",NA,"PALAMI","F1",105,12.3,61398,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14053,14053,"306",NA,"SANTAP","F1",105.7,11.5,61392,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14054,14054,"307",NA,"BACCSU","F1",105.5,11.4,61386,6,36,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14055,14055,"308",NA,"GLUTWA","F1",106.1,11.3,61380,6,20,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14056,14056,"309",NA,"POPOTO","F1",105.2,10.9,61374,6,14,"1.3",1.3,2007-09-11,"alive","L",1,"A",17420
14057,14057,"310",NA,"DIOSLA","F1",106,10,61368,6,13,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14058,14058,"311",NA,"PALAKI","F1",106,9.5,61362,6,21,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14059,14059,"312",NA,"SANTAP","F1",107,10.5,61356,6,43,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14060,14060,"313",NA,"DIPTCA","F1",109.2,11,61350,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14061,14061,"314",NA,"PALAMI","F1",109,10.7,61344,6,68,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14062,14062,"315",NA,"STROCE","F1",108.6,11.8,61338,6,21,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14063,14063,"316",NA,"NOTHUM","F1",109.9,12.1,61332,6,50,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14064,14064,"317",NA,"SANTRU","F1",109,13,61326,6,31,"1.3",1.3,2007-09-11,"alive","C",1,"A",17420
14065,14065,"318",NA,"EUGEDU","F1",107.5,13,61320,6,75,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14066,14066,"319",NA,"MADHSR","F1",107.4,12.8,61314,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14067,14067,"320",NA,"ARDICO","F1",106.9,13.2,61308,6,17,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14068,14068,"321",NA,"SANTAP","F1",107.3,13.4,61302,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14069,14069,"322",NA,"BACCSU","F1",107.7,13.9,61296,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14070,14070,"323",NA,"CANAPA","F1",107.9,13.6,61290,6,96,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14071,14071,"324",NA,"SANT%%","F1",107.9,13.4,61284,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14072,14072,"325",NA,"BACCPA","F1",108.1,13.7,61278,6,18,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14073,14073,"326",NA,"CYATRA","F1",108.3,14.2,61272,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14074,14074,"327",NA,"ARDICO","F1",108.1,14.6,61266,6,NA,"0",0,2007-09-11,"broken below","B",1,"A",17420
14075,14075,"328",NA,"ARDICO","F1",107,13.9,61260,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14076,14076,"329",NA,"KNEMCI","F1",108.4,14.6,61254,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14077,14077,"330",NA,"CALOTY","F1",108.9,14.5,61248,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14078,14078,"331",NA,"BLUMTO","F1",109.4,13.6,61242,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14079,14079,"332",NA,"ARTOLO","F1",105.2,6.6,61236,6,53,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14080,14080,"333",NA,"CANAPA","F1",105.6,6.3,61230,6,41,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14081,14081,"334",NA,"DACRRO","F1",106.3,7.2,61224,6,43,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14082,14082,"335",NA,"BACCPA","F1",107.1,7.5,61218,6,67,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14083,14083,"336",NA,"SHORCU","F1",107.5,7.8,61212,6,232,"1.3",1.3,2007-09-11,"alive","P",1,"A",17420
14084,14084,"337",NA,"CANAPA","F1",107.5,6.2,61206,6,83,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14085,14085,"338",NA,"CYATRA","F1",108.3,5.9,61200,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14086,14086,"339",NA,"CANAPA","F1",108.8,6.2,61194,6,24,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14087,14087,"340",NA,"CALOBM","F1",109.8,5.6,61188,6,21,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14088,14088,"341",NA,"ARTOLO","F1",108.8,7.4,61182,6,23,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14089,14089,"342",NA,"SANT%%","F1",108.5,8.8,61176,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14090,14090,"343",NA,"ARTOLA","F1",108.3,8.8,61170,6,36,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14091,14091,"344",NA,"GYNOAX","F1",108.9,9.3,61164,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14092,14092,"345",NA,"CALOTY","F1",108.5,8.4,61158,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14093,14093,"346",NA,"GIROPA","F1",109.8,9.4,61152,6,24,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14094,14094,"348",NA,"DACRRO","F1",108.1,9.8,61146,6,15,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14095,14095,"349",NA,"ARTOLA","F1",107,9.5,61140,6,57,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14096,14096,"350",NA,"CALOPC","F1",106.8,9.8,61134,6,33,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14097,14097,"351",NA,"EUGEGL","F1",105.5,9.6,61128,6,17,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14098,14098,"352",NA,"CANAPA","F1",105.1,9.3,61122,6,75,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14099,14099,"353",NA,"PALAMI","F1",105.8,8.8,61116,6,38,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14100,14100,"354",NA,"NOTHUM","F1",106,8.1,61110,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14101,14101,"355",NA,"DIOSDI","F1",105.1,8.6,61104,6,19,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14102,14102,"356",NA,"PALAKI","F1",105,0.9,61098,6,127,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14103,14103,"357",NA,"MYRIMA","F1",106,0.5,61092,6,30,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14104,14104,"358",NA,"EUGEGL","F1",105.9,0.1,61086,6,83,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14105,14105,"359",NA,"EUGEFI","F1",107,2,61080,6,69,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14106,14106,"360",NA,"GYMNFO","F1",108.5,2.1,61074,6,54,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14107,14107,"361",NA,"BLUMTO","F1",109.3,2.5,61068,6,266,"1.3",1.3,2007-09-11,"alive","I",1,"A",17420
14108,14108,"364",NA,"GIROPA","F1",108.6,3,61062,6,69,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14109,14109,"365",NA,"SANTAP","F1",109.9,2.5,61056,6,27,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14110,14110,"366",NA,"CALOPC","F1",109.9,2.6,61050,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14111,14111,"367",NA,"DIOSCL","F1",105,2.5,61044,6,66,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14112,14112,"368",NA,"KNEMLA","F1",105.2,4.6,61038,6,34,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14113,14113,"369",NA,"STROCE","F1",105.9,4.6,61032,6,15,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14114,14114,"370",NA,"NOTHUM","F1",106.6,4.9,61026,6,30,"1.3",1.3,2007-09-11,"alive","A",1,"A",17420
14115,14115,"371",NA,"DIPTCA","F1",108.5,4.9,61020,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14116,14116,"373",NA,"GARCNI","F1",110.3,0.1,61014,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14117,33791,"374",NA,"BACCPA","F1",111.8,0.1,61002,6,60,"1.3",1.3,2007-09-11,"alive","M",2,"A",17420
14118,14118,"375",NA,"PALAKI","F1",114,0.5,60996,6,45,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14119,14119,"377",NA,"GOM2SE","F1",114.9,2.4,60990,6,190,"1.3",1.3,2007-09-11,"alive","I",1,"A",17420
14120,14120,"378",NA,"SHORCU","F1",114.9,2.9,60984,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14121,14121,"379",NA,"XANTEU","F1",114.2,2.6,60978,6,35,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14122,14122,"380",NA,"CANAPA","F1",113.6,1.5,60972,6,40,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14123,14123,"381",NA,"DIPTCA","F1",112.2,3.5,60966,6,71,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14124,14124,"382",NA,"CTENPA","F1",112,3.8,60960,6,29,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14125,14125,"384",NA,"GARCSC","F1",111.1,3,60954,6,25,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14126,14126,"385",NA,"POLYHY","F1",111.8,4.9,60948,6,113,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14127,14127,"388",NA,"XANTEU","F1",112.4,5.2,60942,6,25,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14128,14128,"389",NA,"XANTEU","F1",112.4,5.4,60936,6,42,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14129,14129,"390",NA,"GIROPA","F1",111.2,5.9,60930,6,26,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14130,14130,"391",NA,"GIROPA","F1",110.2,7.2,60924,6,35,"1.3",1.3,2007-09-11,"alive","L",1,"A",17420
14131,14131,"392",NA,"KNEMLA","F1",110.2,7.6,60918,6,62,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14132,14132,"394",NA,"CLERLA","F1",112.8,9.9,60912,6,37,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14133,14133,"395",NA,"MADHSR","F1",111.9,9.8,60906,6,16,"1.3",1.3,2007-09-11,"alive","L",1,"A",17420
14134,14134,"396",NA,"DIPTCA","F1",111.4,9.9,60900,6,83,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14135,14135,"397",NA,"XYLOMA","F1",113.8,8.8,60894,6,19,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14136,14136,"398",NA,"PALAMI","F1",114.3,11.5,60888,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14137,14137,"399",NA,"CALOPC","F1",114.9,11,60882,6,17,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14138,14138,"400",NA,"MADHSR","F1",113.1,10.3,60876,6,11,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14139,14139,"401",NA,"CLERLA","F1",112.5,10.3,60870,6,12,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14140,14140,"402",NA,"PAR1MA","F1",112,10.3,60864,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14141,14141,"403",NA,"KNEMCI","F1",112.7,10.9,60858,6,22,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14142,14142,"404",NA,"CALOPC","F1",112.9,11.2,60852,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14143,14143,"405",NA,"DIPTCA","F1",112.4,11.4,60846,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14144,14144,"406",NA,"SANT%%","F1",112.3,12.3,60840,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14145,14145,"407",NA,"CANAPA","F1",111.3,10.5,60834,6,92,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14146,14146,"408",NA,"EUGESD","F1",110.4,10.2,60828,6,40,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14147,14147,"409",NA,"SHORCU","F1",110,12.5,60822,6,322,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14148,14148,"410",NA,"DIPTCA","F1",110.8,12.3,60816,6,25,"1.3",1.3,2007-09-11,"alive","L",1,"A",17420
14149,14149,"411",NA,"GYNOAX","F1",110.9,13.7,60810,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14150,14150,"412",NA,"GARCEU","F1",110.9,13.4,60804,6,25,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14151,14151,"413",NA,"GYNOAX","F1",112,13,60798,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14152,14152,"415",NA,"STROCE","F1",112.8,13.2,60792,6,46,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14153,14153,"416",NA,"DIPTCA","F1",113.4,13.2,60786,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14154,14154,"417",NA,"EUGEDU","F1",112.5,14.6,60780,6,17,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14155,14155,"418",NA,"GONYMA","F1",114.7,12.7,60774,6,26,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14156,14156,"419",NA,"DIOSLA","F1",114,12.2,60768,6,NA,"0",0,2007-09-11,"broken below","B",1,"A",17420
14157,14157,"420",NA,"GOM2SE","F1",114,12.5,60762,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14158,14158,"421",NA,"ARDICO","F1",114.6,14,60756,6,37,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14159,14159,"422",NA,"EUGEDU","F1",114.5,16,60750,6,62,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14160,14160,"423",NA,"NOTHUM","F1",114.9,16.5,60744,6,241,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14161,14161,"424",NA,"GLUTWA","F1",114.9,17.5,60738,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14162,14162,"425",NA,"DIPTCA","F1",113.5,15.8,60732,6,62,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14163,14163,"426",NA,"EUGEDU","F1",112.5,15.5,60726,6,17,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14164,14164,"427",NA,"SANTAP","F1",112.3,15,60720,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14165,14165,"428",NA,"CALOBM","F1",112.4,15,60714,6,126,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14166,14166,"429",NA,"GLUTWA","F1",111.3,15.5,60708,6,121,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14167,14167,"430",NA,"SANTRU","F1",110,15.8,60702,6,25,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14168,14168,"431",NA,"DIOSLA","F1",111.1,16.3,60696,6,18,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14169,14169,"432",NA,"BHESPA","F1",111.5,17.4,60690,6,43,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14170,14170,"433",NA,"CLERLA","F1",110.1,17.3,60684,6,28,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14171,14171,"434",NA,"GOM2SE","F1",110,18,60678,6,10,"1.3",1.3,2007-09-11,"alive","M;S",1,"A",17420
14172,14172,"435",NA,"CLERLA","F1",112.4,17.5,60672,6,34,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14173,14173,"436",NA,"PAYELU","F1",116.1,15.3,60666,6,41,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14174,14174,"437",NA,"STROCE","F1",115.4,15.5,60660,6,16,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14175,14175,"438",NA,"CLERLA","F1",115.3,17.7,60654,6,103,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14176,14176,"439",NA,"ANTICO","F1",115.5,18,60648,6,39,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14177,14177,"440",NA,"CLERLA","F1",117,17.6,60642,6,NA,"0",0,2007-09-11,"broken below","B",1,"A",17420
14178,14178,"441",NA,"EUGE%%","F1",117.1,16.7,60636,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14179,14179,"442",NA,"CALOBM","F1",118.8,16.7,60630,6,312,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14180,14180,"443",NA,"SANTAP","F1",118.5,16,60624,6,56,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14181,14181,"445",NA,"EUGEDU","F1",119.3,14,60618,6,39,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14182,14182,"446",NA,"EUGEDU","F1",119.9,13.5,60612,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14183,14183,"447",NA,"DACRRO","F1",117.4,14.3,60606,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14184,14184,"448",NA,"EUGEDU","F1",117.3,14.9,60600,6,75,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14185,14185,"449",NA,"EUGEDU","F1",117,14.7,60594,6,18,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14186,14186,"450",NA,"IXONRE","F1",115.5,13.5,60588,6,134,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14187,14187,"452",NA,"DIOSBU","F1",115.2,12.5,60582,6,47,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14188,14188,"453",NA,"GLUTWA","F1",116,12,60576,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14189,14189,"454",NA,"CALOPC","F1",115,11.8,60570,6,33,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14190,14190,"455",NA,"DIOSBU","F1",116.6,11.4,60564,6,23,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14191,14191,"456",NA,"GYMNFO","F1",117.5,10.6,60558,6,30,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14192,14192,"457",NA,"DIPTCA","F1",118,11.5,60552,6,715,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14193,14193,"458",NA,"CALOBM","F1",118.5,12,60546,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14194,14194,"459",NA,"EUGEDU","F1",117.5,13,60540,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14195,14195,"460",NA,"GONIMA","F1",119.2,10.3,60534,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14196,14196,"461",NA,"GAERDB","F1",118.4,10.1,60528,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14197,14197,"463",NA,"BOUEOP","F1",119.9,10.1,60522,6,77,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14198,14198,"464",NA,"SHORCU","F1",119.1,8.9,60516,6,442,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14199,14199,"465",NA,"MEMEAM","F1",119.5,9,60510,6,77,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14200,14200,"466",NA,"APORFA","F1",118.2,8,60504,6,20,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14201,14201,"467",NA,"GLYCCH","F1",119.4,7.7,60498,6,16,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14202,14202,"468",NA,"APORFA","F1",116.4,8,60492,6,23,"1.3",1.3,2007-09-11,"alive","S",1,"A",17420
14203,14203,"469",NA,"IXORJV","F1",115.1,7.3,60486,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14204,14204,"470",NA,"ACHRPO","F1",115.8,5,60480,6,49,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14205,14205,"471",NA,"SANT%%","F1",118.3,5.8,60474,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14206,14206,"473",NA,"XANTGR","F1",119.2,5.7,60468,6,165,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14207,14207,"474",NA,"SANTAP","F1",119.2,4.1,60462,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14208,14208,"475",NA,"TEIJCO","F1",118.2,3.7,60456,6,50,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14209,33792,"476",NA,"BACCPA","F1",118.5,3.3,60444,6,21,"1.3",1.3,2007-09-11,"alive","M",2,"A",17420
14210,14210,"477",NA,"EUGEDU","F1",119.7,3.1,60438,6,50,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14211,14211,"479",NA,"DACRCO","F1",117.2,4.2,60432,6,188,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14212,14212,"480",NA,"GIROPA","F1",116.3,3.2,60426,6,31,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14213,14213,"481",NA,"GOM2SE","F1",116.5,2.7,60420,6,37,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14214,14214,"483",NA,"DIOSLA","F1",115.2,2.4,60414,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14215,14215,"485",NA,"PALAOB","F1",118.3,0.8,60408,6,42,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14216,14216,"486",NA,"DIOSLA","F1",118.1,0.4,60402,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14217,14217,"487",NA,"DIOSLA","F1",118.9,0.5,60396,6,23,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14218,14218,"488",NA,"GLUTWA","F1",118.1,0.1,60390,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14219,14219,"489",NA,"GIROPA","F1",119.1,0,60384,6,144,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14220,14220,"20014",NA,"EUGEFI","F1",112.5,16,60378,6,47,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14221,14221,"F1-25007",NA,"CALOBM","F1",109.9,17.1,60156,6,98,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14222,14222,"F1-25170",NA,"ARDICO","F1",112,13.7,59856,6,NA,"0",0,2007-09-11,"broken below","B",1,"A",17420
14223,14223,"F1-25171",NA,"DIPTCA","F1",107.2,16.3,59850,6,NA,"0",0,2007-09-11,"broken below","B",1,"A",17420
14224,14224,"F1-25034",NA,"DIPTCA","F1",115.4,2.5,59826,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14225,14225,"F1-25181",NA,"DIOSLA","F1",114.9,0.7,59802,6,28,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14226,14226,"F1-25183",NA,"CLERLA","F1",113.9,4.4,59790,6,18,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14227,14227,"F1-25184",NA,"CALOBM","F1",106.5,12,59784,6,76,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14228,14228,"F1-25186",NA,"EUGEDU","F1",117.5,10,59778,6,77,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14229,14229,"F1-25187",NA,"CALOPC","F1",116,13.7,59772,6,45,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14230,14230,"F1-25188",NA,"EUGEDU","F1",117.5,15.5,59766,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14231,14231,"F1-25191",NA,"SANT%%","F1",110,0,59760,6,NA,"0",0,2007-09-11,"dead","D",1,"D",17420
14232,14232,"F1-25192",NA,"STREEL","F1",110,0,59754,6,42,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14233,14233,"F1-25194",NA,"PALAKI","F1",109.5,0.3,59748,6,11,"1.3",1.3,2007-09-11,"alive","S",1,"A",17420
14234,14234,"F1-25195",NA,"ARTOLO","F1",101.7,4.7,59742,6,39,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14235,14235,"F1-25196",NA,"DIOSBU","F1",101.2,4.2,59736,6,29,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14236,14236,"F1-25197",NA,"PAR1MA","F1",113.8,4.4,59730,6,55,"1.3",1.3,2007-09-11,"alive",NA,1,"A",17420
14237,14237,"2501",NA,"DIOS%%","F2",109.9,33.5,56778,6,NA,"0",0,2007-09-04,"dead","D",1,"D",17413
14238,14238,"2503",NA,"AAAAAA","F2",111,30.2,55308,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14239,14239,"2504",NA,"PIMEGR","F2",109.9,31,56772,6,17,"1.3",1.3,2007-09-04,"alive",NA,1,"A",17413
14240,14240,"2506",NA,"APORBE","F2",112,30.5,55302,6,25,"1.3",1.3,2007-09-03,"alive",NA,1,"A",17412
14241,14241,"2507",NA,"GARCSC","F2",112.3,30.7,55296,6,27,"1.3",1.3,2007-09-03,"alive",NA,1,"A",17412
14242,14242,"2508",NA,"PIMEGR","F2",111.7,30.8,55290,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14243,14243,"2509",NA,"SANTAP","F2",112.5,30.8,55284,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14244,14244,"2510",NA,"SANT%%","F2",114.8,30.5,55278,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14245,14245,"2511",NA,"DACRRO","F2",114.8,30.5,55272,6,25,"1.3",1.3,2007-09-03,"alive",NA,1,"A",17412
14246,14246,"2512",NA,"SANTAP","F2",110.7,29.9,55266,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14247,14247,"2513",NA,"SANTAP","F2",110.8,29.3,55260,6,NA,"0",0,2007-09-03,"broken below","B",1,"A",17412
14248,14248,"2514",NA,"CANAPA","F2",110.2,27.7,55254,6,89,"1.3",1.3,2007-09-03,"alive",NA,1,"A",17412
14249,14249,"2515",NA,"SANTLA","F2",110.5,27.7,55248,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14250,14250,"2516",NA,"SANTLA","F2",110.3,27.5,55242,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14251,14251,"2517",NA,"GIROPA","F2",110.3,27.5,55236,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14252,14252,"2518",NA,"DIOSLA","F2",110.8,27.3,55230,6,44,"1.3",1.3,2007-09-03,"alive",NA,1,"A",17412
14253,14253,"2519",NA,"SANTAP","F2",111.7,28.3,55224,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14254,14254,"2520",NA,"MYRIMA","F2",112.4,28,55218,6,19,"1.3",1.3,2007-09-03,"alive",NA,1,"A",17412
14255,14255,"2521",NA,"DIOSLA","F2",111.7,27.5,55212,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
14256,14256,"2522",NA,"SANTAP","F2",111.4,26.8,55206,6,NA,"0",0,2007-09-03,"dead","D",1,"D",17412
